,movie,name,path,width,height
41,TheSecretLifeOfPets,frame0-58-55.84.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-58-55.84.jpg,1920,1024
42,TheIncredibles,frame0-58-16.92.jpg,./data/cartoon_frames/TheIncredibles/frame0-58-16.92.jpg,720,304
43,Coco,frame1-18-21.31.jpg,./data/cartoon_frames/Coco/frame1-18-21.31.jpg,1920,808
44,InsideOut,frame0-40-22.57.jpg,./data/cartoon_frames/InsideOut/frame0-40-22.57.jpg,1920,1080
45,TheSecretLifeOfPets,frame0-05-44.29.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-05-44.29.jpg,1920,1024
46,Luca,frame1-03-41.49.jpg,./data/cartoon_frames/Luca/frame1-03-41.49.jpg,1920,1024
47,Coco,frame0-19-27.98.jpg,./data/cartoon_frames/Coco/frame0-19-27.98.jpg,1920,808
48,TheIncredibles,frame0-43-59.19.jpg,./data/cartoon_frames/TheIncredibles/frame0-43-59.19.jpg,720,304
49,InsideOut,frame0-31-40.21.jpg,./data/cartoon_frames/InsideOut/frame0-31-40.21.jpg,1920,1080
50,Coco,frame1-27-48.50.jpg,./data/cartoon_frames/Coco/frame1-27-48.50.jpg,1920,808
51,InsideOut,frame0-02-20.06.jpg,./data/cartoon_frames/InsideOut/frame0-02-20.06.jpg,1920,1080
52,TheIncredibles,frame1-49-43.83.jpg,./data/cartoon_frames/TheIncredibles/frame1-49-43.83.jpg,720,304
53,Cars3,frame0-26-57.83.jpg,./data/cartoon_frames/Cars3/frame0-26-57.83.jpg,1920,804
54,Coco,frame1-02-48.61.jpg,./data/cartoon_frames/Coco/frame1-02-48.61.jpg,1920,808
55,Onward,frame0-23-32.64.jpg,./data/cartoon_frames/Onward/frame0-23-32.64.jpg,1920,800
56,Onward,frame0-14-23.96.jpg,./data/cartoon_frames/Onward/frame0-14-23.96.jpg,1920,800
57,TheIncredibles,frame0-16-39.12.jpg,./data/cartoon_frames/TheIncredibles/frame0-16-39.12.jpg,720,304
58,TheIncredibles,frame1-33-28.27.jpg,./data/cartoon_frames/TheIncredibles/frame1-33-28.27.jpg,720,304
59,Luca,frame0-55-10.94.jpg,./data/cartoon_frames/Luca/frame0-55-10.94.jpg,1920,1024
60,Zootopia,frame1-26-41.35.jpg,./data/cartoon_frames/Zootopia/frame1-26-41.35.jpg,1920,808
61,Cars3,frame0-36-55.81.jpg,./data/cartoon_frames/Cars3/frame0-36-55.81.jpg,1920,804
62,Cars3,frame0-45-23.68.jpg,./data/cartoon_frames/Cars3/frame0-45-23.68.jpg,1920,804
63,Onward,frame0-39-26.68.jpg,./data/cartoon_frames/Onward/frame0-39-26.68.jpg,1920,800
64,Cars3,frame0-23-16.65.jpg,./data/cartoon_frames/Cars3/frame0-23-16.65.jpg,1920,804
65,Soul,frame1-12-26.75.jpg,./data/cartoon_frames/Soul/frame1-12-26.75.jpg,1920,800
66,Luca,frame1-03-37.68.jpg,./data/cartoon_frames/Luca/frame1-03-37.68.jpg,1920,1024
67,BabyBoss,frame0-24-11.19.jpg,./data/cartoon_frames/BabyBoss/frame0-24-11.19.jpg,1920,800
68,Onward,frame1-11-59.80.jpg,./data/cartoon_frames/Onward/frame1-11-59.80.jpg,1920,800
69,Coco,frame0-44-19.46.jpg,./data/cartoon_frames/Coco/frame0-44-19.46.jpg,1920,808
70,Soul,frame0-44-42.04.jpg,./data/cartoon_frames/Soul/frame0-44-42.04.jpg,1920,800
71,Zootopia,frame0-08-40.97.jpg,./data/cartoon_frames/Zootopia/frame0-08-40.97.jpg,1920,808
72,TheIncredibles,frame0-39-39.98.jpg,./data/cartoon_frames/TheIncredibles/frame0-39-39.98.jpg,720,304
73,ToyStory4,frame1-19-26.79.jpg,./data/cartoon_frames/ToyStory4/frame1-19-26.79.jpg,1920,808
74,TheIncredibles,frame1-08-20.16.jpg,./data/cartoon_frames/TheIncredibles/frame1-08-20.16.jpg,720,304
75,BabyBoss,frame0-34-38.03.jpg,./data/cartoon_frames/BabyBoss/frame0-34-38.03.jpg,1920,800
76,Coco,frame1-14-38.64.jpg,./data/cartoon_frames/Coco/frame1-14-38.64.jpg,1920,808
77,Coco,frame0-52-10.01.jpg,./data/cartoon_frames/Coco/frame0-52-10.01.jpg,1920,808
78,Soul,frame0-12-56.06.jpg,./data/cartoon_frames/Soul/frame0-12-56.06.jpg,1920,800
79,Cars3,frame0-59-15.12.jpg,./data/cartoon_frames/Cars3/frame0-59-15.12.jpg,1920,804
80,TheIncredibles,frame0-52-37.60.jpg,./data/cartoon_frames/TheIncredibles/frame0-52-37.60.jpg,720,304
81,InsideOut,frame1-17-01.82.jpg,./data/cartoon_frames/InsideOut/frame1-17-01.82.jpg,1920,1080
82,TheIncredibles,frame1-20-40.08.jpg,./data/cartoon_frames/TheIncredibles/frame1-20-40.08.jpg,720,304
83,Soul,frame0-47-02.77.jpg,./data/cartoon_frames/Soul/frame0-47-02.77.jpg,1920,800
84,BabyBoss,frame0-39-55.75.jpg,./data/cartoon_frames/BabyBoss/frame0-39-55.75.jpg,1920,800
85,Onward,frame1-22-30.37.jpg,./data/cartoon_frames/Onward/frame1-22-30.37.jpg,1920,800
86,Coco,frame0-07-33.75.jpg,./data/cartoon_frames/Coco/frame0-07-33.75.jpg,1920,808
87,Cars3,frame0-13-35.06.jpg,./data/cartoon_frames/Cars3/frame0-13-35.06.jpg,1920,804
88,BabyBoss,frame1-12-24.98.jpg,./data/cartoon_frames/BabyBoss/frame1-12-24.98.jpg,1920,800
89,TheSecretLifeOfPets,frame1-09-53.44.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame1-09-53.44.jpg,1920,1024
90,Cars3,frame1-10-35.02.jpg,./data/cartoon_frames/Cars3/frame1-10-35.02.jpg,1920,804
91,TheSecretLifeOfPets,frame0-14-51.71.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-14-51.71.jpg,1920,1024
92,Cars3,frame0-19-39.58.jpg,./data/cartoon_frames/Cars3/frame0-19-39.58.jpg,1920,804
93,BabyBoss,frame0-13-48.64.jpg,./data/cartoon_frames/BabyBoss/frame0-13-48.64.jpg,1920,800
94,Coco,frame0-14-46.49.jpg,./data/cartoon_frames/Coco/frame0-14-46.49.jpg,1920,808
95,TheSecretLifeOfPets,frame0-28-13.90.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-28-13.90.jpg,1920,1024
96,TheIncredibles,frame0-47-54.83.jpg,./data/cartoon_frames/TheIncredibles/frame0-47-54.83.jpg,720,304
97,Luca,frame0-56-11.90.jpg,./data/cartoon_frames/Luca/frame0-56-11.90.jpg,1920,1024
98,Cars3,frame0-57-40.92.jpg,./data/cartoon_frames/Cars3/frame0-57-40.92.jpg,1920,804
99,Luca,frame0-36-11.73.jpg,./data/cartoon_frames/Luca/frame0-36-11.73.jpg,1920,1024
100,Luca,frame0-58-25.26.jpg,./data/cartoon_frames/Luca/frame0-58-25.26.jpg,1920,1024
101,TheIncredibles,frame1-42-25.53.jpg,./data/cartoon_frames/TheIncredibles/frame1-42-25.53.jpg,720,304
102,Soul,frame0-25-15.93.jpg,./data/cartoon_frames/Soul/frame0-25-15.93.jpg,1920,800
103,TheSecretLifeOfPets,frame0-44-14.47.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-44-14.47.jpg,1920,1024
104,BabyBoss,frame1-15-55.36.jpg,./data/cartoon_frames/BabyBoss/frame1-15-55.36.jpg,1920,800
105,Cars3,frame0-15-58.41.jpg,./data/cartoon_frames/Cars3/frame0-15-58.41.jpg,1920,804
106,Coco,frame0-12-40.44.jpg,./data/cartoon_frames/Coco/frame0-12-40.44.jpg,1920,808
107,Cars3,frame1-14-03.90.jpg,./data/cartoon_frames/Cars3/frame1-14-03.90.jpg,1920,804
108,BabyBoss,frame0-56-06.07.jpg,./data/cartoon_frames/BabyBoss/frame0-56-06.07.jpg,1920,800
109,Luca,frame0-16-34.43.jpg,./data/cartoon_frames/Luca/frame0-16-34.43.jpg,1920,1024
110,Onward,frame0-57-48.13.jpg,./data/cartoon_frames/Onward/frame0-57-48.13.jpg,1920,800
111,TheIncredibles,frame1-35-35.52.jpg,./data/cartoon_frames/TheIncredibles/frame1-35-35.52.jpg,720,304
112,Soul,frame1-03-48.04.jpg,./data/cartoon_frames/Soul/frame1-03-48.04.jpg,1920,800
113,Luca,frame0-58-10.01.jpg,./data/cartoon_frames/Luca/frame0-58-10.01.jpg,1920,1024
114,Zootopia,frame1-15-34.51.jpg,./data/cartoon_frames/Zootopia/frame1-15-34.51.jpg,1920,808
115,InsideOut,frame0-15-12.25.jpg,./data/cartoon_frames/InsideOut/frame0-15-12.25.jpg,1920,1080
116,ToyStory4,frame0-41-57.48.jpg,./data/cartoon_frames/ToyStory4/frame0-41-57.48.jpg,1920,808
117,Luca,frame0-57-20.48.jpg,./data/cartoon_frames/Luca/frame0-57-20.48.jpg,1920,1024
118,Soul,frame0-45-34.31.jpg,./data/cartoon_frames/Soul/frame0-45-34.31.jpg,1920,800
119,Onward,frame1-04-21.21.jpg,./data/cartoon_frames/Onward/frame1-04-21.21.jpg,1920,800
120,Soul,frame1-19-41.02.jpg,./data/cartoon_frames/Soul/frame1-19-41.02.jpg,1920,800
121,Zootopia,frame0-43-08.17.jpg,./data/cartoon_frames/Zootopia/frame0-43-08.17.jpg,1920,808
122,TheSecretLifeOfPets,frame0-07-48.23.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-07-48.23.jpg,1920,1024
123,Soul,frame1-08-33.53.jpg,./data/cartoon_frames/Soul/frame1-08-33.53.jpg,1920,800
124,ToyStory4,frame0-35-33.25.jpg,./data/cartoon_frames/ToyStory4/frame0-35-33.25.jpg,1920,808
125,Luca,frame1-09-39.64.jpg,./data/cartoon_frames/Luca/frame1-09-39.64.jpg,1920,1024
126,TheIncredibles,frame0-51-31.62.jpg,./data/cartoon_frames/TheIncredibles/frame0-51-31.62.jpg,720,304
127,Onward,frame0-45-02.44.jpg,./data/cartoon_frames/Onward/frame0-45-02.44.jpg,1920,800
128,Zootopia,frame0-29-39.63.jpg,./data/cartoon_frames/Zootopia/frame0-29-39.63.jpg,1920,808
129,Luca,frame0-57-35.72.jpg,./data/cartoon_frames/Luca/frame0-57-35.72.jpg,1920,1024
130,Onward,frame0-51-27.33.jpg,./data/cartoon_frames/Onward/frame0-51-27.33.jpg,1920,800
131,Cars3,frame0-57-20.44.jpg,./data/cartoon_frames/Cars3/frame0-57-20.44.jpg,1920,804
132,BabyBoss,frame0-47-48.03.jpg,./data/cartoon_frames/BabyBoss/frame0-47-48.03.jpg,1920,800
133,Coco,frame0-56-34.69.jpg,./data/cartoon_frames/Coco/frame0-56-34.69.jpg,1920,808
134,Soul,frame0-30-21.53.jpg,./data/cartoon_frames/Soul/frame0-30-21.53.jpg,1920,800
135,Soul,frame1-19-45.05.jpg,./data/cartoon_frames/Soul/frame1-19-45.05.jpg,1920,800
136,Luca,frame0-14-47.74.jpg,./data/cartoon_frames/Luca/frame0-14-47.74.jpg,1920,1024
137,Luca,frame1-13-20.62.jpg,./data/cartoon_frames/Luca/frame1-13-20.62.jpg,1920,1024
138,Cars3,frame1-10-10.44.jpg,./data/cartoon_frames/Cars3/frame1-10-10.44.jpg,1920,804
139,TheIncredibles,frame0-17-59.24.jpg,./data/cartoon_frames/TheIncredibles/frame0-17-59.24.jpg,720,304
140,Luca,frame0-29-16.44.jpg,./data/cartoon_frames/Luca/frame0-29-16.44.jpg,1920,1024
141,Coco,frame0-27-43.74.jpg,./data/cartoon_frames/Coco/frame0-27-43.74.jpg,1920,808
142,Luca,frame0-48-38.51.jpg,./data/cartoon_frames/Luca/frame0-48-38.51.jpg,1920,1024
143,TheIncredibles,frame1-23-20.32.jpg,./data/cartoon_frames/TheIncredibles/frame1-23-20.32.jpg,720,304
144,TheSecretLifeOfPets,frame1-14-35.75.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame1-14-35.75.jpg,1920,1024
145,Coco,frame0-57-08.30.jpg,./data/cartoon_frames/Coco/frame0-57-08.30.jpg,1920,808
146,Onward,frame0-14-56.72.jpg,./data/cartoon_frames/Onward/frame0-14-56.72.jpg,1920,800
147,BabyBoss,frame0-48-13.79.jpg,./data/cartoon_frames/BabyBoss/frame0-48-13.79.jpg,1920,800
148,Zootopia,frame0-12-42.70.jpg,./data/cartoon_frames/Zootopia/frame0-12-42.70.jpg,1920,808
149,Soul,frame1-03-39.99.jpg,./data/cartoon_frames/Soul/frame1-03-39.99.jpg,1920,800
150,Luca,frame0-41-50.83.jpg,./data/cartoon_frames/Luca/frame0-41-50.83.jpg,1920,1024
151,ToyStory4,frame0-14-44.52.jpg,./data/cartoon_frames/ToyStory4/frame0-14-44.52.jpg,1920,808
152,Soul,frame0-27-00.48.jpg,./data/cartoon_frames/Soul/frame0-27-00.48.jpg,1920,800
153,Coco,frame1-35-18.04.jpg,./data/cartoon_frames/Coco/frame1-35-18.04.jpg,1920,808
154,ToyStory4,frame0-26-36.94.jpg,./data/cartoon_frames/ToyStory4/frame0-26-36.94.jpg,1920,808
155,Onward,frame0-24-54.53.jpg,./data/cartoon_frames/Onward/frame0-24-54.53.jpg,1920,800
156,Onward,frame1-11-02.48.jpg,./data/cartoon_frames/Onward/frame1-11-02.48.jpg,1920,800
157,TheIncredibles,frame1-24-26.30.jpg,./data/cartoon_frames/TheIncredibles/frame1-24-26.30.jpg,720,304
158,Zootopia,frame0-28-20.44.jpg,./data/cartoon_frames/Zootopia/frame0-28-20.44.jpg,1920,808
159,InsideOut,frame1-26-14.47.jpg,./data/cartoon_frames/InsideOut/frame1-26-14.47.jpg,1920,1080
160,InsideOut,frame0-03-01.69.jpg,./data/cartoon_frames/InsideOut/frame0-03-01.69.jpg,1920,1080
161,Coco,frame0-45-22.48.jpg,./data/cartoon_frames/Coco/frame0-45-22.48.jpg,1920,808
162,Soul,frame0-42-45.43.jpg,./data/cartoon_frames/Soul/frame0-42-45.43.jpg,1920,800
163,TheIncredibles,frame1-12-34.66.jpg,./data/cartoon_frames/TheIncredibles/frame1-12-34.66.jpg,720,304
164,BabyBoss,frame0-22-45.32.jpg,./data/cartoon_frames/BabyBoss/frame0-22-45.32.jpg,1920,800
165,Coco,frame0-32-25.23.jpg,./data/cartoon_frames/Coco/frame0-32-25.23.jpg,1920,808
166,Luca,frame0-47-18.49.jpg,./data/cartoon_frames/Luca/frame0-47-18.49.jpg,1920,1024
167,ToyStory4,frame0-59-10.08.jpg,./data/cartoon_frames/ToyStory4/frame0-59-10.08.jpg,1920,808
168,Coco,frame1-32-34.19.jpg,./data/cartoon_frames/Coco/frame1-32-34.19.jpg,1920,808
169,Cars3,frame0-15-46.12.jpg,./data/cartoon_frames/Cars3/frame0-15-46.12.jpg,1920,804
170,Luca,frame0-46-59.44.jpg,./data/cartoon_frames/Luca/frame0-46-59.44.jpg,1920,1024
171,Coco,frame0-09-10.38.jpg,./data/cartoon_frames/Coco/frame0-09-10.38.jpg,1920,808
172,ToyStory4,frame0-05-24.19.jpg,./data/cartoon_frames/ToyStory4/frame0-05-24.19.jpg,1920,808
173,Onward,frame1-01-33.33.jpg,./data/cartoon_frames/Onward/frame1-01-33.33.jpg,1920,800
174,Coco,frame1-09-31.94.jpg,./data/cartoon_frames/Coco/frame1-09-31.94.jpg,1920,808
175,InsideOut,frame1-06-29.68.jpg,./data/cartoon_frames/InsideOut/frame1-06-29.68.jpg,1920,1080
176,Cars3,frame0-57-04.06.jpg,./data/cartoon_frames/Cars3/frame0-57-04.06.jpg,1920,804
177,Zootopia,frame1-12-31.13.jpg,./data/cartoon_frames/Zootopia/frame1-12-31.13.jpg,1920,808
178,InsideOut,frame1-04-28.55.jpg,./data/cartoon_frames/InsideOut/frame1-04-28.55.jpg,1920,1080
179,Cars3,frame0-18-05.38.jpg,./data/cartoon_frames/Cars3/frame0-18-05.38.jpg,1920,804
180,BabyBoss,frame0-28-20.21.jpg,./data/cartoon_frames/BabyBoss/frame0-28-20.21.jpg,1920,800
181,TheSecretLifeOfPets,frame0-08-36.43.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-08-36.43.jpg,1920,1024
182,ToyStory4,frame0-09-36.34.jpg,./data/cartoon_frames/ToyStory4/frame0-09-36.34.jpg,1920,808
183,Luca,frame0-06-43.87.jpg,./data/cartoon_frames/Luca/frame0-06-43.87.jpg,1920,1024
184,BabyBoss,frame0-24-49.83.jpg,./data/cartoon_frames/BabyBoss/frame0-24-49.83.jpg,1920,800
185,Luca,frame1-24-27.38.jpg,./data/cartoon_frames/Luca/frame1-24-27.38.jpg,1920,1024
186,ToyStory4,frame0-23-44.84.jpg,./data/cartoon_frames/ToyStory4/frame0-23-44.84.jpg,1920,808
187,Soul,frame0-13-32.25.jpg,./data/cartoon_frames/Soul/frame0-13-32.25.jpg,1920,800
188,InsideOut,frame1-19-29.44.jpg,./data/cartoon_frames/InsideOut/frame1-19-29.44.jpg,1920,1080
189,TheSecretLifeOfPets,frame0-58-14.53.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-58-14.53.jpg,1920,1024
190,ToyStory4,frame0-30-05.06.jpg,./data/cartoon_frames/ToyStory4/frame0-30-05.06.jpg,1920,808
191,Zootopia,frame1-25-22.16.jpg,./data/cartoon_frames/Zootopia/frame1-25-22.16.jpg,1920,808
192,Zootopia,frame0-05-45.92.jpg,./data/cartoon_frames/Zootopia/frame0-05-45.92.jpg,1920,808
193,TheIncredibles,frame0-37-56.30.jpg,./data/cartoon_frames/TheIncredibles/frame0-37-56.30.jpg,720,304
194,Onward,frame1-15-28.63.jpg,./data/cartoon_frames/Onward/frame1-15-28.63.jpg,1920,800
195,Cars3,frame0-54-24.32.jpg,./data/cartoon_frames/Cars3/frame0-54-24.32.jpg,1920,804
196,Coco,frame1-20-52.56.jpg,./data/cartoon_frames/Coco/frame1-20-52.56.jpg,1920,808
197,BabyBoss,frame0-22-58.20.jpg,./data/cartoon_frames/BabyBoss/frame0-22-58.20.jpg,1920,800
198,Coco,frame1-01-24.59.jpg,./data/cartoon_frames/Coco/frame1-01-24.59.jpg,1920,808
199,Cars3,frame0-23-57.61.jpg,./data/cartoon_frames/Cars3/frame0-23-57.61.jpg,1920,804
200,Soul,frame1-28-23.76.jpg,./data/cartoon_frames/Soul/frame1-28-23.76.jpg,1920,800
201,ToyStory4,frame1-10-26.48.jpg,./data/cartoon_frames/ToyStory4/frame1-10-26.48.jpg,1920,808
202,Coco,frame0-46-25.50.jpg,./data/cartoon_frames/Coco/frame0-46-25.50.jpg,1920,808
203,BabyBoss,frame0-04-39.07.jpg,./data/cartoon_frames/BabyBoss/frame0-04-39.07.jpg,1920,800
204,TheSecretLifeOfPets,frame0-14-03.51.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-14-03.51.jpg,1920,1024
205,Zootopia,frame1-19-48.74.jpg,./data/cartoon_frames/Zootopia/frame1-19-48.74.jpg,1920,808
206,Luca,frame1-16-38.74.jpg,./data/cartoon_frames/Luca/frame1-16-38.74.jpg,1920,1024
207,Coco,frame1-07-17.50.jpg,./data/cartoon_frames/Coco/frame1-07-17.50.jpg,1920,808
208,Coco,frame0-47-41.12.jpg,./data/cartoon_frames/Coco/frame0-47-41.12.jpg,1920,808
209,Soul,frame1-05-00.42.jpg,./data/cartoon_frames/Soul/frame1-05-00.42.jpg,1920,800
210,BabyBoss,frame0-37-38.36.jpg,./data/cartoon_frames/BabyBoss/frame0-37-38.36.jpg,1920,800
211,Soul,frame0-58-22.33.jpg,./data/cartoon_frames/Soul/frame0-58-22.33.jpg,1920,800
212,TheIncredibles,frame1-15-57.31.jpg,./data/cartoon_frames/TheIncredibles/frame1-15-57.31.jpg,720,304
213,TheSecretLifeOfPets,frame0-09-24.63.jpg,./data/cartoon_frames/TheSecretLifeOfPets/frame0-09-24.63.jpg,1920,1024
214,ToyStory4,frame1-04-50.28.jpg,./data/cartoon_frames/ToyStory4/frame1-04-50.28.jpg,1920,808
215,BabyBoss,frame1-09-37.54.jpg,./data/cartoon_frames/BabyBoss/frame1-09-37.54.jpg,1920,800
216,Luca,frame1-12-27.28.jpg,./data/cartoon_frames/Luca/frame1-12-27.28.jpg,1920,1024
217,Soul,frame0-04-25.39.jpg,./data/cartoon_frames/Soul/frame0-04-25.39.jpg,1920,800
218,TheIncredibles,frame0-24-16.27.jpg,./data/cartoon_frames/TheIncredibles/frame0-24-16.27.jpg,720,304
219,ToyStory4,frame1-33-27.29.jpg,./data/cartoon_frames/ToyStory4/frame1-33-27.29.jpg,1920,808
220,Cars3,frame1-18-42.41.jpg,./data/cartoon_frames/Cars3/frame1-18-42.41.jpg,1920,804
221,Cars3,frame0-14-44.68.jpg,./data/cartoon_frames/Cars3/frame0-14-44.68.jpg,1920,804
222,Luca,frame1-23-30.23.jpg,./data/cartoon_frames/Luca/frame1-23-30.23.jpg,1920,1024
223,TheIncredibles,frame1-32-27.00.jpg,./data/cartoon_frames/TheIncredibles/frame1-32-27.00.jpg,720,304
224,TheIncredibles,frame0-42-43.78.jpg,./data/cartoon_frames/TheIncredibles/frame0-42-43.78.jpg,720,304
225,Coco,frame0-56-55.70.jpg,./data/cartoon_frames/Coco/frame0-56-55.70.jpg,1920,808
226,Zootopia,frame0-26-52.92.jpg,./data/cartoon_frames/Zootopia/frame0-26-52.92.jpg,1920,808
227,BabyBoss,frame0-47-05.10.jpg,./data/cartoon_frames/BabyBoss/frame0-47-05.10.jpg,1920,800
228,Luca,frame0-40-27.01.jpg,./data/cartoon_frames/Luca/frame0-40-27.01.jpg,1920,1024
229,Soul,frame1-13-10.98.jpg,./data/cartoon_frames/Soul/frame1-13-10.98.jpg,1920,800
230,InsideOut,frame0-33-56.48.jpg,./data/cartoon_frames/InsideOut/frame0-33-56.48.jpg,1920,1080
231,TheIncredibles,frame1-22-19.05.jpg,./data/cartoon_frames/TheIncredibles/frame1-22-19.05.jpg,720,304
232,BabyBoss,frame0-09-31.03.jpg,./data/cartoon_frames/BabyBoss/frame0-09-31.03.jpg,1920,800
233,Cars3,frame1-27-26.67.jpg,./data/cartoon_frames/Cars3/frame1-27-26.67.jpg,1920,804
234,BabyBoss,frame1-28-52.48.jpg,./data/cartoon_frames/BabyBoss/frame1-28-52.48.jpg,1920,800
235,BabyBoss,frame0-20-27.93.jpg,./data/cartoon_frames/BabyBoss/frame0-20-27.93.jpg,1920,800
236,ToyStory4,frame0-06-00.21.jpg,./data/cartoon_frames/ToyStory4/frame0-06-00.21.jpg,1920,808
237,BabyBoss,frame1-16-25.42.jpg,./data/cartoon_frames/BabyBoss/frame1-16-25.42.jpg,1920,800
238,Luca,frame0-42-40.36.jpg,./data/cartoon_frames/Luca/frame0-42-40.36.jpg,1920,1024
239,TheIncredibles,frame1-05-35.22.jpg,./data/cartoon_frames/TheIncredibles/frame1-05-35.22.jpg,720,304
